Order_Id,Custumer_Id ,Sales_Date,Sales_Month,Product,Product_Category,Quantity_Sold ,Unit_Price ,Discount(%),Total_Revenue,Sales_Region ,Revenue_per _sales
491,1849,2025-01-17,Jan-25,Shoes,Clothing,5,"$42,632.60",0%,"$349,838.50",Kano,"$69,967.70"
492,1782,2025-09-13,Sep-25,Bag,Accessories,4,"$42,719.34",5%,"$350,551.70",Port Harcourt,"$87,637.93"
493,1214,2025-08-10,Aug-25,Laptop,Electronics,1,"$42,806.08",0%,"$351,264.90",Abuja,"$351,264.90"
494,1126,2023-12-02,Dec-23,Shirt,Clothing,1,"$42,892.82",0%,"$351,978.10",Port Harcourt,"$351,978.10"
495,1596,2024-06-04,Jun-24,Headphones,Accessories,2,"$42,979.56",0%,"$352,691.30",Lagos,"$176,345.65"
496,1816,2023-09-19,Sep-23,Headphones,Accessories,3,"$43,066.30",10%,"$353,404.50",Port Harcourt,"$117,801.50"
497,1708,2024-03-29,Mar-24,Shoes,Clothing,1,"$43,153.04",0%,"$354,117.70",Abuja,"$354,117.70"
498,1989,2025-06-08,Jun-25,Phone,Electronics,4,"$43,239.78",0%,"$354,830.90",Port Harcourt,"$88,707.73"
499,1352,2024-10-17,Oct-24,Watch,Accessories,1,"$43,326.52",0%,"$355,544.10",Port Harcourt,"$355,544.10"
500,1219,2024-07-14,Jul-24,Phone,Electronics,5,"$43,413.26",5%,"$356,257.30",Kano,"$71,251.46"
501,1751,2024-10-20,Oct-24,Bag,Accessories,2,"$43,500.00",5%,"$356,970.50",Abuja,"$178,485.25"
502,1281,2025-01-06,Jan-25,Shirt,Clothing,1,"$43,586.74",10%,"$357,683.70",Abuja,"$357,683.70"
503,1950,2025-04-22,Apr-25,Shirt,Clothing,1,"$43,673.48",0%,"$358,396.90",Abuja,"$358,396.90"
504,1692,2025-08-14,Aug-25,Watch,Accessories,2,"$43,760.22",5%,"$359,110.10",Kano,"$179,555.05"
505,1053,2025-01-06,Jan-25,Tv,Electronics,2,"$43,846.96",0%,"$359,823.30",Lagos,"$179,911.65"
506,1394,2024-12-31,Dec-24,Phone,Electronics,3,"$43,933.70",0%,"$360,536.50",Lagos,"$120,178.83"
507,1242,2023-12-19,Dec-23,Shoes,Clothing,4,"$44,020.44",0%,"$361,249.70",Kano,"$90,312.43"
508,1260,2025-08-07,Aug-25,Laptop,Electronics,3,"$44,107.18",10%,"$361,962.90",Kano,"$120,654.30"
509,1776,2023-12-31,Dec-23,Bag,Accessories,4,"$44,193.92",0%,"$362,676.10",Abuja,"$90,669.03"
510,1661,2024-10-12,Oct-24,Laptop,Electronics,2,"$44,280.66",0%,"$363,389.30",Kano,"$181,694.65"
511,1371,2025-03-30,Mar-25,Bag,Accessories,1,"$44,367.40",5%,"$364,102.50",Kano,"$364,102.50"
512,1524,2024-04-24,Apr-24,Watch,Accessories,3,"$44,454.14",0%,"$364,815.70",Abuja,"$121,605.23"
513,1529,2024-02-01,Feb-24,Watch,Accessories,2,"$44,540.88",10%,"$365,528.90",Abuja,"$182,764.45"
514,1726,2024-10-11,Oct-24,Shoes,Clothing,3,"$44,627.62",0%,"$366,242.10",Abuja,"$122,080.70"
515,1805,2025-01-19,Jan-25,Watch,Accessories,2,"$44,714.36",0%,"$366,955.30",Kano,"$183,477.65"
516,1332,2024-03-04,Mar-24,Phone,Electronics,4,"$44,801.10",5%,"$367,668.50",Lagos,"$91,917.13"
517,1951,2023-11-16,Nov-23,Shirt,Clothing,2,"$44,887.84",0%,"$368,381.70",Port Harcourt,"$184,190.85"
518,1379,2023-11-17,Nov-23,Shoes,Clothing,1,"$44,974.58",0%,"$369,094.90",Abuja,"$369,094.90"
519,1396,2024-08-23,Aug-24,Tv,Electronics,1,"$45,061.32",10%,"$369,808.10",Lagos,"$369,808.10"
520,1463,2024-03-13,Mar-24,Shirt,Clothing,1,"$45,148.06",0%,"$370,521.30",Abuja,"$370,521.30"
521,1144,2024-05-30,May-24,Headphones,Accessories,1,"$45,234.80",0%,"$371,234.50",Abuja,"$371,234.50"
522,1436,2025-09-15,Sep-25,Bag,Accessories,2,"$45,321.54",0%,"$371,947.70",Abuja,"$185,973.85"
523,1790,2023-10-20,Oct-23,Shirt,Clothing,3,"$45,408.28",0%,"$372,660.90",Lagos,"$124,220.30"
524,1059,2025-04-09,Apr-25,Shoes,Clothing,4,"$45,495.02",5%,"$373,374.10",Abuja,"$93,343.53"
525,1086,2024-03-16,Mar-24,Phone,Electronics,4,"$45,581.76",10%,"$374,087.30",Kano,"$93,521.83"
526,1492,2023-10-07,Oct-23,Tv,Electronics,5,"$45,668.50",0%,"$374,800.50",Port Harcourt,"$74,960.10"
527,1385,2025-03-08,Mar-25,Laptop,Electronics,3,"$45,755.24",0%,"$375,513.70",Port Harcourt,"$125,171.23"
528,1275,2023-11-03,Nov-23,Shirt,Clothing,5,"$45,841.98",5%,"$376,226.90",Abuja,"$75,245.38"
529,1484,2025-09-02,Sep-25,Shoes,Clothing,2,"$45,928.72",0%,"$376,940.10",Abuja,"$188,470.05"
530,1429,2024-12-14,Dec-24,Headphones,Accessories,2,"$46,015.46",10%,"$377,653.30",Abuja,"$188,826.65"
531,1691,2025-07-10,Jul-25,Bag,Accessories,3,"$46,102.20",5%,"$378,366.50",Lagos,"$126,122.17"
532,1908,2025-05-30,May-25,Phone,Electronics,5,"$46,188.94",0%,"$379,079.70",Lagos,"$75,815.94"
533,1432,2025-05-06,May-25,Shoes,Clothing,2,"$46,275.68",0%,"$379,792.90",Lagos,"$189,896.45"
534,1824,2024-07-15,Jul-24,Tv,Electronics,3,"$46,362.42",5%,"$380,506.10",Abuja,"$126,835.37"
535,1335,2025-04-20,Apr-25,Bag,Accessories,3,"$46,449.16",5%,"$381,219.30",Lagos,"$127,073.10"
536,1327,2024-11-16,Nov-24,Laptop,Electronics,5,"$46,535.90",0%,"$381,932.50",Port Harcourt,"$76,386.50"
537,1788,2024-12-05,Dec-24,Headphones,Accessories,3,"$46,622.64",5%,"$382,645.70",Abuja,"$127,548.57"
538,1450,2023-09-17,Sep-23,Headphones,Accessories,3,"$46,709.38",10%,"$383,358.90",Abuja,"$127,786.30"
539,1747,2024-02-06,Feb-24,Laptop,Electronics,3,"$46,796.12",10%,"$384,072.10",Abuja,"$128,024.03"
540,1266,2024-03-11,Mar-24,Laptop,Electronics,5,"$46,882.86",0%,"$384,785.30",Abuja,"$76,957.06"
541,1444,2024-02-12,Feb-24,Bag,Accessories,5,"$46,969.60",0%,"$385,498.50",Abuja,"$77,099.70"
542,1958,2025-05-17,May-25,Bag,Accessories,2,"$47,056.34",10%,"$386,211.70",Abuja,"$193,105.85"
543,1212,2024-08-20,Aug-24,Shoes,Clothing,4,"$47,143.08",5%,"$386,924.90",Abuja,"$96,731.23"
544,1216,2025-03-19,Mar-25,Shoes,Clothing,3,"$47,229.82",0%,"$387,638.10",Lagos,"$129,212.70"
545,1346,2025-03-09,Mar-25,Headphones,Accessories,4,"$47,316.56",0%,"$388,351.30",Kano,"$97,087.83"
546,1140,2024-01-24,Jan-24,Headphones,Accessories,5,"$47,403.30",0%,"$389,064.50",Lagos,"$77,812.90"
547,1133,2025-05-13,May-25,Phone,Electronics,4,"$47,490.04",0%,"$389,777.70",Port Harcourt,"$97,444.43"
548,1633,2023-12-07,Dec-23,Shirt,Clothing,3,"$47,576.78",0%,"$390,490.90",Port Harcourt,"$130,163.63"
549,1569,2024-05-26,May-24,Laptop,Electronics,2,"$47,663.52",0%,"$391,204.10",Port Harcourt,"$195,602.05"
550,1056,2025-07-28,Jul-25,Tv,Electronics,4,"$47,750.26",5%,"$391,917.30",Lagos,"$97,979.33"
551,1125,2024-04-28,Apr-24,Headphones,Accessories,1,"$47,837.00",5%,"$392,630.50",Abuja,"$392,630.50"
552,1257,2025-03-24,Mar-25,Headphones,Accessories,3,"$47,923.74",0%,"$393,343.70",Lagos,"$131,114.57"
553,1829,2024-07-15,Jul-24,Headphones,Accessories,2,"$48,010.48",0%,"$394,056.90",Kano,"$197,028.45"
554,1889,2024-06-15,Jun-24,Shoes,Clothing,5,"$48,097.22",0%,"$394,770.10",Lagos,"$78,954.02"
555,1670,2023-10-26,Oct-23,Phone,Electronics,3,"$48,183.96",0%,"$395,483.30",Lagos,"$131,827.77"
556,1791,2023-10-22,Oct-23,Watch,Accessories,4,"$48,270.70",10%,"$396,196.50",Lagos,"$99,049.13"
557,1633,2024-12-13,Dec-24,Headphones,Accessories,3,"$48,357.44",10%,"$396,909.70",Abuja,"$132,303.23"
558,1838,2025-04-15,Apr-25,Tv,Electronics,3,"$48,444.18",10%,"$397,622.90",Abuja,"$132,540.97"
559,1154,2024-09-13,Sep-24,Watch,Accessories,2,"$48,530.92",0%,"$398,336.10",Lagos,"$199,168.05"
560,1264,2025-02-03,Feb-25,Bag,Accessories,5,"$48,617.66",0%,"$399,049.30",Kano,"$79,809.86"
561,1432,2024-10-02,Oct-24,Headphones,Accessories,5,"$48,704.40",0%,"$399,762.50",Port Harcourt,"$79,952.50"
562,1308,2024-03-28,Mar-24,Shoes,Clothing,1,"$48,791.14",5%,"$400,475.70",Lagos,"$400,475.70"
563,1933,2025-09-06,Sep-25,Tv,Electronics,2,"$48,877.88",5%,"$401,188.90",Abuja,"$200,594.45"
564,1632,2025-02-07,Feb-25,Shirt,Clothing,1,"$48,964.62",0%,"$401,902.10",Abuja,"$401,902.10"
565,1051,2024-02-25,Feb-24,Laptop,Electronics,3,"$49,051.36",0%,"$402,615.30",Lagos,"$134,205.10"
566,1410,2024-10-02,Oct-24,Headphones,Accessories,5,"$49,138.10",10%,"$403,328.50",Lagos,"$80,665.70"
567,1431,2024-09-12,Sep-24,Tv,Electronics,5,"$49,224.84",0%,"$404,041.70",Lagos,"$80,808.34"
568,1749,2023-11-21,Nov-23,Headphones,Accessories,2,"$49,311.58",0%,"$404,754.90",Lagos,"$202,377.45"
569,1648,2024-11-03,Nov-24,Shoes,Clothing,5,"$49,398.32",0%,"$405,468.10",Port Harcourt,"$81,093.62"
570,1400,2023-10-13,Oct-23,Headphones,Accessories,5,"$49,485.06",0%,"$406,181.30",Abuja,"$81,236.26"
571,1565,2024-02-14,Feb-24,Watch,Accessories,2,"$49,571.80",0%,"$406,894.50",Lagos,"$203,447.25"
572,1801,2024-02-15,Feb-24,Headphones,Accessories,2,"$49,658.54",0%,"$407,607.70",Port Harcourt,"$203,803.85"
573,1504,2024-08-21,Aug-24,Bag,Accessories,3,"$49,745.28",10%,"$408,320.90",Port Harcourt,"$136,106.97"
574,1506,2024-01-20,Jan-24,Watch,Accessories,1,"$49,832.02",5%,"$409,034.10",Abuja,"$409,034.10"
575,1253,2024-04-29,Apr-24,Watch,Accessories,3,"$49,918.76",0%,"$409,747.30",Lagos,"$136,582.43"
576,1796,2025-06-08,Jun-25,Shoes,Clothing,4,"$50,005.50",0%,"$410,460.50",Abuja,"$102,615.13"
577,1853,2023-10-24,Oct-23,Tv,Electronics,1,"$50,092.24",5%,"$411,173.70",Lagos,"$411,173.70"
578,1004,2025-08-27,Aug-25,Watch,Accessories,2,"$50,178.98",0%,"$411,886.90",Abuja,"$205,943.45"
579,1254,2025-08-14,Aug-25,Phone,Electronics,1,"$50,265.72",0%,"$412,600.10",Lagos,"$412,600.10"
580,1685,2024-05-02,May-24,Bag,Accessories,3,"$50,352.46",0%,"$413,313.30",Lagos,"$137,771.10"
581,1114,2023-11-12,Nov-23,Headphones,Accessories,1,"$50,439.20",0%,"$414,026.50",Lagos,"$414,026.50"
582,1032,2025-07-17,Jul-25,Tv,Electronics,4,"$50,525.94",10%,"$414,739.70",Port Harcourt,"$103,684.93"
583,1977,2024-09-17,Sep-24,Laptop,Electronics,1,"$50,612.68",0%,"$415,452.90",Lagos,"$415,452.90"
584,1056,2024-04-05,Apr-24,Laptop,Electronics,2,"$50,699.42",5%,"$416,166.10",Port Harcourt,"$208,083.05"
585,1553,2023-10-16,Oct-23,Headphones,Accessories,1,"$50,786.16",5%,"$416,879.30",Abuja,"$416,879.30"
586,1039,2023-09-22,Sep-23,Laptop,Electronics,2,"$50,872.90",10%,"$417,592.50",Abuja,"$208,796.25"
587,1281,2023-11-23,Nov-23,Watch,Accessories,4,"$50,959.64",0%,"$418,305.70",Port Harcourt,"$104,576.43"
588,1361,2025-05-17,May-25,Phone,Electronics,3,"$51,046.38",0%,"$419,018.90",Lagos,"$139,672.97"
589,1088,2025-02-02,Feb-25,Shoes,Clothing,5,"$51,133.12",10%,"$419,732.10",Lagos,"$83,946.42"
590,1521,2024-06-14,Jun-24,Watch,Accessories,1,"$51,219.86",10%,"$420,445.30",Port Harcourt,"$420,445.30"
591,1170,2024-11-30,Nov-24,Bag,Accessories,3,"$51,306.60",10%,"$421,158.50",Abuja,"$140,386.17"
592,1361,2024-10-19,Oct-24,Laptop,Electronics,1,"$51,393.34",0%,"$421,871.70",Abuja,"$421,871.70"
593,1824,2024-07-27,Jul-24,Bag,Accessories,1,"$51,480.08",10%,"$422,584.90",Port Harcourt,"$422,584.90"
594,1024,2024-08-04,Aug-24,Headphones,Accessories,4,"$51,566.82",5%,"$423,298.10",Port Harcourt,"$105,824.53"
595,1845,2024-01-06,Jan-24,Phone,Electronics,3,"$51,653.56",5%,"$424,011.30",Abuja,"$141,337.10"
596,1693,2024-12-20,Dec-24,Laptop,Electronics,1,"$51,740.30",10%,"$424,724.50",Abuja,"$424,724.50"
597,1505,2024-12-16,Dec-24,Laptop,Electronics,1,"$51,827.04",5%,"$425,437.70",Abuja,"$425,437.70"
598,1940,2024-12-09,Dec-24,Watch,Accessories,3,"$51,913.78",10%,"$426,150.90",Kano,"$142,050.30"
599,1456,2023-12-21,Dec-23,Shoes,Clothing,1,"$52,000.52",0%,"$426,864.10",Kano,"$426,864.10"
600,1723,2025-04-18,Apr-25,Phone,Electronics,4,"$52,087.26",0%,"$427,577.30",Lagos,"$106,894.33"
601,1405,2024-01-20,Jan-24,Laptop,Electronics,2,"$52,174.00",0%,"$428,290.50",Abuja,"$214,145.25"
602,1545,2024-12-27,Dec-24,Bag,Accessories,1,"$52,260.74",5%,"$429,003.70",Port Harcourt,"$429,003.70"
603,1221,2025-01-30,Jan-25,Shirt,Clothing,4,"$52,347.48",5%,"$429,716.90",Lagos,"$107,429.23"
604,1167,2024-09-22,Sep-24,Laptop,Electronics,1,"$52,434.22",0%,"$430,430.10",Abuja,"$430,430.10"
605,1608,2024-01-18,Jan-24,Headphones,Accessories,4,"$52,520.96",0%,"$431,143.30",Lagos,"$107,785.83"
606,1551,2024-08-20,Aug-24,Shirt,Clothing,3,"$52,607.70",10%,"$431,856.50",Lagos,"$143,952.17"
607,1671,2024-03-25,Mar-24,Phone,Electronics,1,"$52,694.44",5%,"$432,569.70",Abuja,"$432,569.70"
608,1773,2025-05-16,May-25,Bag,Accessories,2,"$52,781.18",10%,"$433,282.90",Abuja,"$216,641.45"
609,1859,2025-01-22,Jan-25,Shoes,Clothing,3,"$52,867.92",0%,"$433,996.10",Abuja,"$144,665.37"
610,1223,2023-11-12,Nov-23,Bag,Accessories,2,"$52,954.66",0%,"$434,709.30",Port Harcourt,"$217,354.65"
611,1554,2023-12-03,Dec-23,Phone,Electronics,4,"$53,041.40",5%,"$435,422.50",Abuja,"$108,855.63"
612,1351,2024-11-18,Nov-24,Laptop,Electronics,1,"$53,128.14",5%,"$436,135.70",Lagos,"$436,135.70"
613,1309,2025-03-02,Mar-25,Bag,Accessories,4,"$53,214.88",10%,"$436,848.90",Lagos,"$109,212.23"
614,1292,2024-11-20,Nov-24,Shirt,Clothing,1,"$53,301.62",0%,"$437,562.10",Lagos,"$437,562.10"
615,1242,2023-12-26,Dec-23,Shoes,Clothing,4,"$53,388.36",10%,"$438,275.30",Kano,"$109,568.83"
616,1378,2025-02-17,Feb-25,Laptop,Electronics,1,"$53,475.10",0%,"$438,988.50",Abuja,"$438,988.50"
617,1098,2024-03-09,Mar-24,Watch,Accessories,4,"$53,561.84",0%,"$439,701.70",Lagos,"$109,925.43"
618,1697,2024-03-30,Mar-24,Shoes,Clothing,1,"$53,648.58",0%,"$440,414.90",Abuja,"$440,414.90"
619,1113,2025-03-29,Mar-25,Phone,Electronics,5,"$53,735.32",10%,"$441,128.10",Abuja,"$88,225.62"
620,1466,2024-06-26,Jun-24,Headphones,Accessories,2,"$53,822.06",0%,"$441,841.30",Abuja,"$220,920.65"
621,1468,2024-10-21,Oct-24,Tv,Electronics,2,"$53,908.80",0%,"$442,554.50",Lagos,"$221,277.25"
622,1112,2024-03-12,Mar-24,Tv,Electronics,1,"$53,995.54",0%,"$443,267.70",Abuja,"$443,267.70"
623,1458,2024-08-03,Aug-24,Shoes,Clothing,2,"$54,082.28",10%,"$443,980.90",Port Harcourt,"$221,990.45"
624,1225,2023-10-21,Oct-23,Tv,Electronics,1,"$54,169.02",0%,"$444,694.10",Port Harcourt,"$444,694.10"
625,1699,2024-01-18,Jan-24,Bag,Accessories,4,"$54,255.76",0%,"$445,407.30",Lagos,"$111,351.83"
626,1333,2025-01-19,Jan-25,Shirt,Clothing,2,"$54,342.50",0%,"$446,120.50",Lagos,"$223,060.25"
627,1279,2024-04-12,Apr-24,Watch,Accessories,3,"$54,429.24",5%,"$446,833.70",Lagos,"$148,944.57"
628,1951,2025-03-09,Mar-25,Headphones,Accessories,4,"$54,515.98",0%,"$447,546.90",Abuja,"$111,886.73"
629,1176,2024-01-21,Jan-24,Tv,Electronics,2,"$54,602.72",0%,"$448,260.10",Abuja,"$224,130.05"
630,1421,2023-09-30,Sep-23,Shoes,Clothing,5,"$54,689.46",0%,"$448,973.30",Abuja,"$89,794.66"
631,1953,2025-03-11,Mar-25,Headphones,Accessories,5,"$54,776.20",5%,"$449,686.50",Kano,"$89,937.30"
632,1871,2025-07-09,Jul-25,Tv,Electronics,4,"$54,862.94",0%,"$450,399.70",Port Harcourt,"$112,599.93"
633,1116,2025-05-11,May-25,Bag,Accessories,5,"$54,949.68",5%,"$451,112.90",Abuja,"$90,222.58"
634,1839,2024-05-05,May-24,Bag,Accessories,4,"$55,036.42",5%,"$451,826.10",Kano,"$112,956.53"
635,1176,2025-08-12,Aug-25,Bag,Accessories,2,"$55,123.16",0%,"$452,539.30",Lagos,"$226,269.65"
636,1221,2025-02-07,Feb-25,Laptop,Electronics,4,"$55,209.90",0%,"$453,252.50",Kano,"$113,313.13"
637,1325,2023-12-09,Dec-23,Bag,Accessories,3,"$55,296.64",0%,"$453,965.70",Lagos,"$151,321.90"
638,1562,2025-06-28,Jun-25,Phone,Electronics,4,"$55,383.38",0%,"$454,678.90",Kano,"$113,669.73"
639,1847,2024-08-02,Aug-24,Tv,Electronics,1,"$55,470.12",0%,"$455,392.10",Port Harcourt,"$455,392.10"
640,1039,2024-09-25,Sep-24,Shoes,Clothing,1,"$55,556.86",0%,"$456,105.30",Lagos,"$456,105.30"
641,1071,2024-10-15,Oct-24,Shirt,Clothing,5,"$55,643.60",10%,"$456,818.50",Lagos,"$91,363.70"
642,1082,2023-10-04,Oct-23,Phone,Electronics,3,"$55,730.34",0%,"$457,531.70",Abuja,"$152,510.57"
643,1906,2025-04-14,Apr-25,Tv,Electronics,5,"$55,817.08",0%,"$458,244.90",Abuja,"$91,648.98"
644,1747,2024-12-11,Dec-24,Bag,Accessories,1,"$55,903.82",5%,"$458,958.10",Lagos,"$458,958.10"
645,1982,2023-11-09,Nov-23,Bag,Accessories,3,"$55,990.56",10%,"$459,671.30",Abuja,"$153,223.77"
646,1411,2024-01-29,Jan-24,Shoes,Clothing,2,"$56,077.30",0%,"$460,384.50",Lagos,"$230,192.25"
647,1118,2023-10-19,Oct-23,Watch,Accessories,2,"$56,164.04",0%,"$461,097.70",Abuja,"$230,548.85"
648,1048,2024-07-02,Jul-24,Tv,Electronics,3,"$56,250.78",0%,"$461,810.90",Lagos,"$153,936.97"
649,1374,2023-10-18,Oct-23,Shoes,Clothing,4,"$56,337.52",5%,"$462,524.10",Kano,"$115,631.03"
650,1825,2024-01-17,Jan-24,Shirt,Clothing,5,"$56,424.26",0%,"$463,237.30",Lagos,"$92,647.46"
651,1882,2025-06-21,Jun-25,Laptop,Electronics,2,"$56,511.00",10%,"$463,950.50",Lagos,"$231,975.25"
652,1195,2025-07-20,Jul-25,Headphones,Accessories,5,"$56,597.74",5%,"$464,663.70",Port Harcourt,"$92,932.74"
653,1026,2024-01-04,Jan-24,Headphones,Accessories,3,"$56,684.48",5%,"$465,376.90",Abuja,"$155,125.63"
654,1088,2025-04-19,Apr-25,Headphones,Accessories,5,"$56,771.22",5%,"$466,090.10",Abuja,"$93,218.02"
655,1293,2025-02-13,Feb-25,Phone,Electronics,3,"$56,857.96",5%,"$466,803.30",Abuja,"$155,601.10"
656,1634,2025-03-16,Mar-25,Laptop,Electronics,1,"$56,944.70",0%,"$467,516.50",Lagos,"$467,516.50"
657,1788,2023-11-11,Nov-23,Headphones,Accessories,4,"$57,031.44",0%,"$468,229.70",Lagos,"$117,057.43"
658,1427,2023-12-16,Dec-23,Headphones,Accessories,1,"$57,118.18",5%,"$468,942.90",Port Harcourt,"$468,942.90"
659,1018,2024-06-19,Jun-24,Laptop,Electronics,3,"$57,204.92",0%,"$469,656.10",Abuja,"$156,552.03"
660,1069,2025-03-11,Mar-25,Watch,Accessories,5,"$57,291.66",0%,"$470,369.30",Lagos,"$94,073.86"
661,1529,2025-01-26,Jan-25,Phone,Electronics,2,"$57,378.40",10%,"$471,082.50",Abuja,"$235,541.25"
662,1833,2025-06-05,Jun-25,Shirt,Clothing,4,"$57,465.14",10%,"$471,795.70",Lagos,"$117,948.93"
663,1058,2025-07-28,Jul-25,Shirt,Clothing,3,"$57,551.88",0%,"$472,508.90",Abuja,"$157,502.97"
664,1459,2024-07-25,Jul-24,Bag,Accessories,2,"$57,638.62",5%,"$473,222.10",Abuja,"$236,611.05"
665,1721,2025-03-29,Mar-25,Shoes,Clothing,2,"$57,725.36",0%,"$473,935.30",Kano,"$236,967.65"
666,1762,2023-12-12,Dec-23,Shirt,Clothing,3,"$57,812.10",5%,"$474,648.50",Abuja,"$158,216.17"
667,1750,2025-06-22,Jun-25,Watch,Accessories,3,"$57,898.84",5%,"$475,361.70",Lagos,"$158,453.90"
668,1350,2024-04-16,Apr-24,Laptop,Electronics,5,"$57,985.58",10%,"$476,074.90",Kano,"$95,214.98"
669,1128,2025-08-13,Aug-25,Bag,Accessories,3,"$58,072.32",5%,"$476,788.10",Lagos,"$158,929.37"
670,1489,2025-01-09,Jan-25,Shoes,Clothing,4,"$58,159.06",0%,"$477,501.30",Lagos,"$119,375.33"
671,1856,2025-04-14,Apr-25,Bag,Accessories,2,"$58,245.80",10%,"$478,214.50",Port Harcourt,"$239,107.25"
672,1104,2023-12-31,Dec-23,Watch,Accessories,5,"$58,332.54",0%,"$478,927.70",Lagos,"$95,785.54"
673,1681,2023-10-03,Oct-23,Bag,Accessories,2,"$58,419.28",5%,"$479,640.90",Lagos,"$239,820.45"
674,1982,2024-11-30,Nov-24,Bag,Accessories,1,"$58,506.02",10%,"$480,354.10",Lagos,"$480,354.10"
675,1092,2024-07-02,Jul-24,Bag,Accessories,4,"$58,592.76",5%,"$481,067.30",Port Harcourt,"$120,266.83"
676,1716,2023-09-25,Sep-23,Shoes,Clothing,2,"$58,679.50",0%,"$481,780.50",Abuja,"$240,890.25"
677,1324,2024-12-02,Dec-24,Shoes,Clothing,2,"$58,766.24",0%,"$482,493.70",Lagos,"$241,246.85"
678,1991,2024-06-19,Jun-24,Phone,Electronics,1,"$58,852.98",5%,"$483,206.90",Lagos,"$483,206.90"
679,1991,2024-02-05,Feb-24,Tv,Electronics,1,"$58,939.72",0%,"$483,920.10",Abuja,"$483,920.10"
680,1210,2024-07-30,Jul-24,Watch,Accessories,5,"$59,026.46",10%,"$484,633.30",Kano,"$96,926.66"
681,1148,2024-05-19,May-24,Headphones,Accessories,4,"$59,113.20",0%,"$485,346.50",Kano,"$121,336.63"
682,1356,2024-04-30,Apr-24,Shoes,Clothing,5,"$59,199.94",0%,"$486,059.70",Abuja,"$97,211.94"
683,1510,2025-06-08,Jun-25,Shoes,Clothing,5,"$59,286.68",10%,"$486,772.90",Lagos,"$97,354.58"
684,1558,2024-08-13,Aug-24,Shoes,Clothing,4,"$59,373.42",0%,"$487,486.10",Kano,"$121,871.53"
685,1044,2025-04-01,Apr-25,Laptop,Electronics,2,"$59,460.16",10%,"$488,199.30",Abuja,"$244,099.65"
686,1608,2024-01-28,Jan-24,Laptop,Electronics,3,"$59,546.90",0%,"$488,912.50",Lagos,"$162,970.83"
687,1872,2024-12-24,Dec-24,Laptop,Electronics,1,"$59,633.64",0%,"$489,625.70",Lagos,"$489,625.70"
688,1057,2025-04-08,Apr-25,Shoes,Clothing,2,"$59,720.38",10%,"$490,338.90",Abuja,"$245,169.45"
689,1641,2024-12-10,Dec-24,Headphones,Accessories,2,"$59,807.12",10%,"$491,052.10",Abuja,"$245,526.05"
690,1127,2023-12-14,Dec-23,Shoes,Clothing,5,"$59,893.86",0%,"$491,765.30",Abuja,"$98,353.06"
691,1218,2024-03-16,Mar-24,Shoes,Clothing,1,"$59,980.60",5%,"$492,478.50",Abuja,"$492,478.50"
692,1851,2024-06-22,Jun-24,Tv,Electronics,3,"$60,067.34",5%,"$493,191.70",Lagos,"$164,397.23"
693,1163,2025-05-28,May-25,Watch,Accessories,2,"$60,154.08",0%,"$493,904.90",Port Harcourt,"$246,952.45"
694,1349,2024-02-28,Feb-24,Watch,Accessories,5,"$60,240.82",10%,"$494,618.10",Kano,"$98,923.62"
695,1952,2025-06-23,Jun-25,Laptop,Electronics,3,"$60,327.56",5%,"$495,331.30",Abuja,"$165,110.43"
696,1021,2025-03-06,Mar-25,Headphones,Accessories,3,"$60,414.30",10%,"$496,044.50",Kano,"$165,348.17"
697,1575,2025-05-08,May-25,Tv,Electronics,3,"$60,501.04",0%,"$496,757.70",Lagos,"$165,585.90"
698,1612,2023-11-14,Nov-23,Shoes,Clothing,5,"$60,587.78",10%,"$497,470.90",Abuja,"$99,494.18"
699,1322,2025-05-02,May-25,Phone,Electronics,1,"$60,674.52",0%,"$498,184.10",Lagos,"$498,184.10"
700,1435,2024-11-14,Nov-24,Shirt,Clothing,5,"$60,761.26",0%,"$498,897.30",Lagos,"$99,779.46"
701,1386,2025-03-18,Mar-25,Watch,Accessories,2,"$60,848.00",5%,"$499,610.50",Lagos,"$249,805.25"
702,1747,2025-03-21,Mar-25,Watch,Accessories,4,"$60,934.74",0%,"$500,323.70",Kano,"$125,080.93"
703,1262,2025-04-17,Apr-25,Bag,Accessories,2,"$61,021.48",5%,"$501,036.90",Lagos,"$250,518.45"
704,1466,2023-12-29,Dec-23,Laptop,Electronics,2,"$61,108.22",5%,"$501,750.10",Abuja,"$250,875.05"
705,1660,2024-03-20,Mar-24,Tv,Electronics,1,"$61,194.96",0%,"$502,463.30",Abuja,"$502,463.30"
706,1346,2023-09-17,Sep-23,Shoes,Clothing,3,"$61,281.70",5%,"$503,176.50",Lagos,"$167,725.50"
707,1111,2023-12-10,Dec-23,Bag,Accessories,4,"$61,368.44",0%,"$503,889.70",Lagos,"$125,972.43"
708,1254,2025-09-07,Sep-25,Bag,Accessories,5,"$61,455.18",10%,"$504,602.90",Abuja,"$100,920.58"
709,1990,2024-04-10,Apr-24,Watch,Accessories,4,"$61,541.92",10%,"$505,316.10",Lagos,"$126,329.03"
710,1213,2024-11-13,Nov-24,Shoes,Clothing,4,"$61,628.66",5%,"$506,029.30",Lagos,"$126,507.33"
711,1957,2025-02-21,Feb-25,Headphones,Accessories,3,"$61,715.40",0%,"$506,742.50",Lagos,"$168,914.17"
